level1	level2
A0A0H3ALA8	3.1.3.48
P0A886	2.1.1.45
Q5AF03	4.2.1.130
P76015	2.7.1.121
P76014	2.7.1.121
P76016	2.7.1.121
O34340	2.3.1.179
Q4DZT1	1.2.1.12
Q9BWT3	2.7.7.19
Q9F9T2	1.5.1.42
Q9ZFK4	2.5.1.55
Q8KHZ8	1.14.19.9
Q8DUV6	4.2.1.51
Q57700	4.1.1.23
Q180W0	5.1.1.1
P9WQA3	4.1.2.13
F2YGR7	2.7.11.1
O61142	3.4.21.61
P56273	2.3.2.27
A4VME5	3.2.1.4
A5VAT9	3.7.1.8
P21514	3.1.4.52
Q9I983	3.2.2.27
A8H0C8	2.4.2.8
B0K969	2.4.2.7
B3U4H7	1.13.11.49
P44862	4.2.1.126
D0MGF4	2.4.2.7
P60891	2.7.6.1
D5SMY7	2.4.2.1
P37146	1.17.4.1
O84835	1.17.4.1
D6XW60	1.1.1.27
Q7DJJ2	3.2.2.22
O67082	3.1.26.3
Q969Q1	2.3.2.27
Q93088	2.1.1.5
Q5UFR2	1.13.12.7
Q9VBZ9	2.4.1.133
P52803	2.7.10.1
Q4WQS0	3.2.1.18
P06567	3.6.4.12
Q9X4C9	3.6.4.12
Q9X4D0	3.6.4.12
A6Q234	3.5.4.40
P9WHH9	1.8.1.4
Q8NBZ7	4.1.1.35
P10987	3.6.1.3
Q9D2Y4	2.7.11.1
I6Y4D2	3.5.1.28
Q96GX9	4.2.1.109
Q8IYD8	3.6.4.13
Q9BTP7	3.6.4.13
Q643C8	2.1.1.281
Q8G907	1.1.99.38
Q834R2	1.5.1.3
C7N9Q9	2.4.2.1
Q8NVG0	2.7.1.33
P29717	3.2.1.58
A1KVU8	1.3.1.9
A0NLY7	3.5.2.20
A1KRY4	1.1.1.100
Q90JJ9	3.4.23.16
Q81JI9	6.3.4.4
A8INQ0	3.6.5.2
P42573	3.4.22.60
O31341	3.2.1.35
Q8SAG1	2.7.7.4
D3PPS9	2.4.2.1
B6YXQ1	6.3.2.26
Q5FZI9	1.7.3.3
Q4WP27	2.5.1.58
Q4WPS9	2.5.1.58
E4MYY0	4.2.3.187
Q5E046	2.4.2.3
P29022	3.2.1.14
C0QQ26	3.1.4.1
Q92SP3	2.5.1.18
P49427	2.3.2.23
Q5H614	6.3.2.4
Q82ZI3	3.4.21.89
Q5D006	3.4.19.12
B1FXZ2	2.5.1.18
A5EI34	2.5.1.18
Q9QF31	3.4.22.29
A0A348AC95	2.7.1.69
Q6NS38	1.14.11.33
A5K8X6	5.2.1.8
P35705	1.11.1.15
B7QK46	2.3.2.5
B1MJ43	5.3.3.18
Q6QWR1	1.1.3.10
Q2K340	6.4.1.1
N9UZ59	3.6.5.2
Q24816	3.6.5.2
P51688	3.10.1.1
Q6GWS2	2.7.7.48
G4I2J6	3.8.1.5
P69448	7.1.2.2
P09217	2.7.11.13
Q07599	3.2.1.18
Q7X2H8	1.1.3.17
B6KBH9	4.1.1.23
Q1LJ46	2.5.1.18
P22830	4.99.1.1
Q5S7Y5	5.3.1.1
Q042F4	4.2.1.11
P04717	4.1.1.39
P07689	4.1.1.39
A6GV51	5.3.4.1
I7EUE2	3.2.1.37
P13661	3.5.2.6
Q59289	4.2.2.8
P30044	1.11.1.15
P0AFI2	5.6.2.2
P22523	5.6.2.2
H2RG00	2.7.7.49
K7N5N2	2.7.7.49
C8WPP1	2.4.1.129
Q0P8H5	5.4.99.9
Q9I5Q5	2.7.1.170
Q8WYK0	3.1.2.1
Q7ZA32	1.1.3.10
B4E6Z1	1.1.1.47
O55000	3.1.3.16
P0CG29	2.5.1.18
P0CG30	2.5.1.18
G3V680	2.4.99.1
P13721	2.4.99.1
P11086	2.1.1.28
O30409	2.7.8.7
P39135	2.7.8.7
Q9NWM8	5.2.1.8
Q949H3	3.2.1.14
Q9I5L8	4.4.1.5
P19836	2.7.7.15
O15865	2.7.11.1
Q81LV7	1.17.7.1
P15790	2.7.11.1
A0A024E3Q2	3.2.1.18
A0A067Y7N7	3.2.1.18
F0V9W9	2.7.11.17
P40416	7.6.2.2
Q4DSA0	3.5.3.8
P37355	4.2.99.20
F4Y424	2.3.1.41
O70370	3.4.22.27
Q830Y8	6.3.4.21
B2ILS5	5.3.3.2
Q584S0	2.7.1.20
P49598	3.1.3.16
Q9SN51	3.1.3.16
P33893	6.3.5.7
P53260	6.3.5.7
Q03557	6.3.5.7
Q9NLB2	1.20.4.1
Q9Y2J8	3.5.3.15
A6BM74	3.8.1.10
O29333	4.1.1.23
Q9RB47	4.2.1.106
Q8N1G2	2.1.1.57
E2GHW5	3.2.1.55
P00669	4.6.1.18
Q50925	1.7.2.6
Q82V11	1.7.2.6
Q4A6K4	4.1.3.3
P14697	1.1.1.36
I1KHY6	2.3.1.30
R4T9W5	2.8.1.10
D7RFL7	2.8.1.10
Q15828	3.4.22.34
D0E8I5	1.13.11.78
Q96B67	2.3.2.26
Q8DTU0	5.4.2.7
O94986	2.7.11.21
Q8TEP8	2.7.11.21
Q5NMB8	3.1.3.25
A3CLZ4	1.17.4.1
J9S5G3	1.10.3.2
Q12151	3.2.1.17
P40806	1.1.1.100
O88622	3.2.1.143
Q5L3C1	2.5.1.n9
C8WQ56	4.1.1.39
Q84II6	1.14.12.22
Q8GI16	1.14.12.22
Q83D87	2.7.7.8
A9NFJ2	1.1.1.100
B3R6T4	1.1.1.100
A0QWG6	2.4.1.345
P80735	1.15.1.1
Q9Y3R4	3.2.1.18
Q5CYZ2	1.1.1.27
B5XYG3	2.7.1.33
P01130	4.2.1.31
Q81TL8	4.2.1.20
Q58899	5.1.3.14
Q9L4R5	3.5.2.6
Q87EL2	2.7.2.8
Q81M99	2.1.3.3
E0RXM0	3.2.1.4
P20151	3.4.21.35
Q5TCY1	2.7.11.1
Q4F883	3.1.1.1
Q9XF23	3.1.1.1
Q83AU6	2.7.2.3
Q9KQH5	2.3.1.180
Q9T0G7	2.1.1.354
A0A0H3KB22	4.3.99.3
Q76KF5	1.1.1.95
Q9GT24	2.7.11.1
Q81VW8	2.5.1.15
A0A0H3GL04	3.1.11.1
A0R4I6	4.3.2.2
Q2TDY4	1.14.11.55
S8GQK2	5.3.1.6
Q8ZLI9	3.1.1.85
P26885	5.2.1.8
Q9BZL6	2.7.11.13
Q01433	3.5.4.6
Q9PM80	2.7.7.6
O89017	3.4.22.34
E0RYY0	3.2.1.37
Q9KTB7	2.7.4.3
Q93LD7	3.1.8.1
P74857	7.1.2.2
H6TQN1	3.2.1.151
P0CG50	3.6.1.3
Q9ZFE4	1.3.1.9
O15296	1.13.11.33
A0A075C6T6	3.2.1.25
Q5UQ00	3.2.2.23
O50443	1.2.1.88
Q1QEU6	3.1.1.6
Q8ZPZ6	4.3.2.2
B2RKN6	2.4.2.1
Q7M135	3.4.21.50
Q60860	4.4.1.20
P65870	4.1.2.50
O69054	1.20.1.1
P27431	1.14.11.47
A0A1S0QWI1	3.4.21.89
Q98D42	2.3.1.5
C0RJA8	5.3.1.1
P03495	3.6.4.12
Q9W197	3.1.3.91
Q8EKM7	5.4.99.5
Q8N807	5.3.4.1
Q6MNP0	3.1.3.48
I3NID1	2.4.2.3
A6T9H1	1.3.3.11
Q07296	6.3.2.6
Q9HSF6	3.1.26.4
Q9Y606	5.4.99.12
Q5LFG6	3.2.1.22
Q9PHK7	6.3.4.5
O00506	2.7.11.1
G9BEX6	3.2.2.10
C0RKH4	3.5.4.22
F7VW42	4.2.1.1
C1L336	4.2.1.1
P55263	2.7.1.20
Q6UCJ9	1.3.1.9
A1BBA0	1.4.9.1
Q97CQ0	7.1.2.2
Q9Y376	2.7.11.1
Q8ZYN0	2.1.1.77
P09411	2.7.2.3
P14210	2.7.10.1
Q38SQ2	3.6.4.12
B4EH14	1.2.1.39
A0A0H3G544	1.3.8.4
Q7SIG4	3.1.8.2
P10096	1.2.1.12
B0CL43	1.1.1.100
Q8I566	2.1.2.1
Q9SWS1	7.2.1.3
C4M4T9	3.1.3.7
O07177	2.7.1.175
O57978	6.3.2.6
Q8L1N9	3.1.3.1
O59198	6.5.1.4
Q2T1M2	2.7.1.33
O26232	4.1.1.23
Q8DPM3	3.4.22.70
P14611	2.3.1.9
Q60AU8	5.3.1.13
Q72GR8	1.6.1.2
M4VRJ6	1.1.1.195
Q7SID2	4.2.1.84
Q7SID3	4.2.1.84
D0C7F3	4.2.3.5
P49017	2.1.1.201
Q0P7Q4	2.5.1.49
Q6P6C2	1.14.11.53
B7GN78	2.7.1.162
P07339	3.4.23.5
S8GJT7	5.4.2.4
P30038	1.2.1.88
P07275	1.2.1.88
Q5JGZ3	3.1.4.46
P53634	3.4.14.1
Q8TDX5	4.1.1.45
Q8MMZ4	2.7.11.12
Q9HIA5	1.2.4.4
Q83A84	4.2.1.22
Q2GB23	4.2.1.17
Q9M8R4	4.2.1.130
P0A1F6	2.4.2.3
Q9KT71	2.4.2.3
P0A384	7.1.1.6
P0A3Y1	7.1.1.6
P58246	7.1.1.6
P61048	7.1.1.6
Q8YVQ2	7.1.1.6
Q93SW9	7.1.1.6
Q93SX0	7.1.1.6
Q93SX1	7.1.1.6
S6C4R2	3.4.21.34
Q5L7T7	3.2.1.22
B0NC68	1.1.1.14
C0RH19	2.1.3.3
Q8WWW0	2.7.11.1
B4E589	2.4.2.10
Q9SKP6	5.3.1.1
P39081	2.7.1.78
Q08685	2.7.1.78
Q0JLP9	3.1.3.16
Q5Z8S0	3.1.3.16
Q9XB59	1.14.20.3
I3V7W8	1.15.1.1
Q97ZL0	3.6.1.7
Q15907	3.6.5.2
Q64595	3.6.5.2
P12063	6.1.1.1
P22434	3.1.4.17
Q21FJ0	4.2.2.26
Q7X8Q2	3.2.1.68
B5HDJ6	4.2.3.181
P9WIL1	1.1.1.169
A8BB85	2.7.2.2
Q0C365	4.2.1.17
E1AXU1	3.2.1.132
Q84AR1	4.4.1.11
D9PYF6	1.12.98.1
D9PYF7	1.12.98.1
D9PYF9	1.12.98.1
Q47NQ8	4.2.1.17
P08237	2.7.1.11
Q88RQ5	1.1.1.25
P9WK19	3.4.11.18
Q9STG6	3.6.1.23
B4XC07	3.2.1.78
Q9KQ52	3.5.1.18
B0V9K7	3.1.1.3
Q4JA33	1.3.1.83
Q79DR3	3.5.2.6
Q9AGJ5	3.5.2.6
Q8KMX3	3.5.2.6
P03176	2.7.1.21
P16298	3.1.3.16
Q63707	1.3.5.2
B4ECY9	2.1.2.1
P15442	2.7.11.1
Q9QZ05	2.7.11.1
L7PYQ2	3.1.1.1
A0A0H2UKY9	6.1.1.1
A0A0H2UKZ0	6.1.1.1
B0SN40	2.3.3.13
C8W9X3	2.4.1.129
Q47PU3	1.14.13.92
P46237	3.2.1.4
O88522	2.3.2.31
P00939	5.3.1.1
P38013	1.11.1.15
A8C927	2.1.1.180
Q05021	2.3.1.48
P11799	2.7.11.18
Q5S6Z9	2.7.11.18
A0A075B5G4	3.1.1.74
P72065	5.6.2.2
Q8A5P6	3.2.1.111
Q06749	4.2.2.3
Q59478	4.2.2.3
Q887Q3	5.1.3.37
A0A0D6H805	2.8.2.22
Q9L9D7	3.1.1.84
I6Y204	3.4.16.4
P11310	1.3.8.7
Q00458	1.14.13.236
Q6IUU3	1.8.3.2
P76143	2.3.1.245
P9WQ35	4.6.1.1
A1SUU0	2.1.2.1
P0A8M3	6.1.1.3
I6Y120	1.1.1.25
C1IC19	2.1.1.148
P04440	3.5.1.2
P20036	3.5.1.2
O50105	2.5.1.46
C3TR70	1.5.1.3
B2ZB02	1.14.18.1
P0C6E0	7.2.1.1
Q9KPS2	7.2.1.1
Q9X4Q6	7.2.1.1
Q9X4Q7	7.2.1.1
Q9I0A3	6.1.1.20
Q9I0A4	6.1.1.20
A0A0F6B281	3.1.1.29
O88587	2.1.1.6
Q989T9	1.14.11.56
P39765	2.4.2.9
Q9KKP2	4.1.99.12
Q6GKU0	5.6.2.2
Q38AR9	1.2.1.12
P0A114	3.1.1.45
P40746	2.3.2.13
Q63342	1.5.8.4
Q31MN3	1.11.1.21
P56162	2.4.2.10
B2DFG5	4.3.1.27
A0A060GPP4	3.1.8.1
P11546	3.2.1.85
Q13332	3.1.3.48
A0A060GYS1	3.1.8.1
Q8A3I4	3.2.1.51
P01647	7.1.1.8
Q53VQ5	7.1.1.8
A0A068F6N5	3.5.1.11
P07941	3.5.1.11
Q3SZN8	4.6.1.18
A9DKW4	4.3.3.7
C7MC15	2.4.2.8
W8UB14	1.1.1.3
A0A0M3KKV6	1.1.1.3
P10182	3.5.1.38
C5YH12	2.1.1.68
P36923	4.2.1.10
Q8U2D5	4.2.99.18
B9A5B9	3.4.22.39
A0KHJ5	3.2.1.17
P86383	3.2.1.17
Q9EQY0	2.7.11.1
P49333	2.7.13.3
B9MMA5	3.2.1.8
E7CIP7	3.1.1.11
Q8PEU1	3.2.1.8
Q9P6Q6	3.1.3.33
Q8PET6	3.2.1.8
P55859	2.4.2.1
P17181	2.7.10.2
P78317	2.3.2.27
P42738	5.4.99.5
P02185	1.7.2.1
G0RH85	3.1.1.74
V8PGJ1	2.3.1.48
P39984	2.3.1.48
Q12341	2.3.1.48
P9WHJ3	3.4.99.37
D0L9F3	2.5.1.18
B8CYA8	3.2.1.21
Q8EIX4	2.7.11.1
Q8EIX3	2.7.11.1
P40943	3.2.1.8
Q949P2	3.4.24.70
P83791	7.1.1.6
P83792	7.1.1.6
P83793	7.1.1.6
P83794	7.1.1.6
P83795	7.1.1.6
P83796	7.1.1.6
P83797	7.1.1.6
P83798	7.1.1.6
V7CU13	3.5.1.1
A0A384LGT3	3.4.11.9
Q12068	1.1.1.283
Q92M25	1.8.3.1
Q7Z624	2.1.1.60
P77425	3.5.3.9
Q8VXY9	3.5.1.116
P02699	1.1.1.210
P16667	3.1.21.4
F2YRY5	1.14.14.1
F2YRY7	1.14.14.1
F1QR43	5.1.3.17
Q2YQ76	6.1.1.10
P0A738	4.6.1.17
Q65JX9	1.3.1.98
O13936	2.7.7.50
Q0KEY8	1.1.1.35
P30986	1.21.3.3
Q9UMN6	2.1.1.354
A0A2B8HVL3	2.1.1.207
Q5NFR4	2.7.4.3
P16575	2.7.13.3
I6YDK7	6.4.1.3
Q9RYV5	6.3.1.5
Q2SZF9	2.7.2.11
Q9RQQ9	2.7.13.3
A8GFD6	3.2.1.14
Q8GED7	2.3.2.20
Q9X1B7	2.7.7.41
Q5EA61	2.7.3.2
P59205	3.2.1.96
P30967	1.14.16.1
Q6WVP6	3.5.3.1
Q9HWH9	1.13.12.16
Q2STE9	7.1.2.2
L0DSL2	1.7.2.2
P46436	2.5.1.18
Q1GNW5	1.14.11.55
P46419	2.5.1.18
O18598	2.5.1.18
Q9Z9H6	2.7.7.6
B3D6W2	5.1.1.8
O95470	4.1.2.27
A0A0D4WV12	4.6.1.17
Q93WX6	2.8.1.7
A0QSU7	4.1.1.7
C6S978	2.3.1.179
Q2G029	5.4.2.12
H6WCZ0	3.2.1.8
P03305	3.4.22.46
P27142	2.7.4.3
P71875	1.14.15.30
Q9HVC3	3.1.1.29
Q55467	2.1.1.11
Q8GZB6	2.1.1.354
Q81LL4	3.2.2.9
A0A0J9X1Z8	6.3.2.10
A0QS88	4.2.1.17
Q4E5N1	5.3.1.9
Q4QCF1	5.4.2.2
P51648	1.2.1.3
Q9BV57	1.13.11.54
A0A0M3KKV7	5.1.1.1
P9WIC7	3.1.3.85
P9WNP5	4.1.3.36
A0A0M3KKW0	1.7.3.1
A0A0M3KKW1	1.7.3.1
A0A0M3KKW2	1.7.3.1
Q5JDM8	2.7.7.6
Q5JE31	2.7.7.6
Q5JE32	2.7.7.6
Q5JE33	2.7.7.6
Q5JE34	2.7.7.6
Q5JI52	2.7.7.6
Q5JIY4	2.7.7.6
Q5JJC9	2.7.7.6
Q5JJD0	2.7.7.6
Q01970	3.1.4.11
P03349	3.4.23.16
A0QWT2	6.3.2.5
O33336	2.7.8.7
A0PQD8	2.7.8.7
Q5JE88	2.7.7.6
Q5JJF4	2.7.7.6
P16184	1.5.1.3
A0A140NC97	1.11.1.15
Q6U6J0	3.3.2.9
H2KYQ5	2.4.1.11
Q9U2D9	2.4.1.11
Q75I93	3.2.1.21
O32085	1.13.11.20
Q86UE4	3.1.31.1
Q149N8	2.3.2.27
Q2FCL6	3.2.1.18
Q20R18	3.2.1.18
Q6IQ20	3.1.4.54
D5KL82	3.2.1.18
Q4WZ70	1.3.1.100
L7SVX1	3.2.1.78
Q70ET3	2.7.7.48
Q92993	2.3.1.48
P82610	2.1.1.14
P21165	3.4.13.9
A0A0J9X1Z9	2.7.4.8
Q72LV5	2.4.2.8
Q42525	2.7.1.1
Q13480	3.1.3.48
Q8I4V8	5.2.1.8
B5XIP6	3.1.1.29
Q15751	2.3.2.26
V5RF47	2.7.10.2
A0A0H2X0S3	1.2.1.8
P25627	2.1.1.309
P53738	2.1.1.309
Q93F76	3.5.2.6
G4SW86	1.3.1.70
Q8KZM5	3.2.1.132
Q92035	3.1.1.7
C4M633	3.1.3.57
P84228	1.14.11.27
A0A0F7R6T9	2.4.2.8
Q10356	4.2.1.130
Q04432	4.2.1.130
A3EX94	3.4.14.5
C4IEM5	1.1.1.157
Q5KYP7	5.3.1.4
A6VLF7	2.4.2.3
P49023	2.7.10.2
P49024	2.7.10.2
Q5LH16	2.3.1.129
Q2NB77	2.7.13.3
G0RY38	5.2.1.8
Q8DQ00	1.2.1.11
P16897	3.5.2.6
A0A090KI56	2.7.7.7
Q4W6L6	3.2.1.14
O29689	2.8.1.7
Q9KQG2	1.2.1.11
P06104	2.3.2.23
P0A6P1	2.7.7.48
P14647	2.7.7.48
Q8DPI4	2.7.1.32
P74881	6.3.5.3
Q0P9J4	1.1.1.205
Q16851	2.7.7.9
Q9KP62	2.5.1.7
Q8U3I4	3.6.4.12
Q9UXG1	3.6.4.12
O66375	2.4.99.1
A0A0E1CHI1	3.5.4.1
A0A0H2W5E4	2.3.1.179
H0W0T5	3.5.1.1
Q9HV27	3.1.4.1
P03134	3.6.4.12
C5HDG5	3.1.2.4
P06609	7.6.2.8
P06611	7.6.2.8
P17252	2.7.11.13
C8W8H7	2.4.1.129
P9WML7	2.6.1.9
A8JBZ0	1.14.14.18
P13236	3.4.24.56
Q820M5	2.4.1.13
Q54764	4.1.99.5
Q96PX8	3.1.3.48
P9WIH3	4.1.1.32
P9WNS1	1.1.1.267
A2EGX9	5.3.1.1
Q5F9M9	3.1.21.4
A2YPH1	3.2.1.25
Q9YBQ2	3.4.19.1
P05024	7.2.2.13
P05027	7.2.2.13
Q58K79	7.2.2.13
O15992	2.7.3.3
Q08881	2.7.10.2
P82896	3.1.1.4
C0STX7	1.14.13.22
A0A0H2ZU39	1.1.1.275
Q8IBS5	2.7.11.1
Q58122	1.1.1.261
A4IQU1	4.1.99.14
Q489U8	2.5.1.129
Q581Y0	3.5.3.1
O25094	2.3.1.202
A9PHH6	2.5.1.18
Q6YWF1	6.5.1.1
A0A0H2UKZ4	1.97.1.12
E1C9K7	1.97.1.12
E1C9K9	1.97.1.12
P20120	1.97.1.12
A0A0M3KKW7	3.4.22.10
Q9HIN1	2.7.1.185
Q79ZN1	2.3.1.39
Q0WYK2	3.2.1.14
O08315	3.5.4.25
A0A0H2ZP94	1.5.1.7
Q63SW7	1.3.1.9
I6WYY7	4.2.1.59
P9WFK1	4.2.1.59
D1C7D8	4.1.1.15
C7N4Y3	1.3.8.1
A0QWN3	6.1.1.23
Q183J9	3.5.1.28
K4LC41	3.4.22.2
C7C8D1	4.1.3.24
A9W386	1.1.1.37
P65752	3.6.1.1
Q1CMW6	2.7.1.39
P9WIQ1	5.4.99.9
P49591	6.1.1.11
P06525	1.1.1.1
P73242	2.3.1.39
Q58597	6.1.1.3
Q9YFY3	6.1.1.3
D5SVJ2	4.4.1.5
P0AEE8	2.1.1.72
P00876	4.1.1.39
P69249	4.1.1.39
Q96KP4	3.4.13.18
A0A0X1KGP2	2.7.7.3
P06612	5.6.2.1
Q7KN62	3.6.4.6
Q9VBP9	3.6.4.6
Q81WF6	2.4.2.10
Q8T6T2	1.1.1.205
Q8AAN6	6.2.1.30
A0A0A0QA66	1.15.1.1
P0CE82	3.1.4.4
Q1PX48	1.7.3.4
Q29599	2.7.7.84
P61073	3.2.1.17
Q98157	3.2.1.17
O00482	2.4.2.4
P51843	2.4.2.4
B2L3G9	2.1.1.179
Q8NB14	3.4.19.12
Q9Y2M0	3.1.4.1
A1KRY9	2.3.1.180
Q8Y7Y1	3.4.21.92
P42566	3.1.3.48
Q9UZ14	6.1.1.3
P12425	6.3.1.2
Q45666	6.3.1.2
A0A0H2UKZ5	4.2.1.126
A1A1Z1	6.3.1.2
E9B8M3	5.2.1.8
C4LVZ4	2.7.1.35
A0A0H2UKZ6	2.1.2.2
A0A0H2UKZ7	1.1.1.95
A0A0J9X200	2.6.1.16
A6QP16	3.4.19.12
O82392	4.1.99.17
Q9A6Q5	4.1.99.17
P0A870	2.2.1.2
O44750	3.4.11.9
P0A717	2.7.6.1
Q5SLI8	1.17.7.3
A0A0J9X201	1.1.1.169
Q9Y6K5	2.7.7.84
P15977	2.4.1.25
P00777	3.4.21.81
P01080	3.4.21.81
Q27701	4.2.2.15
P26221	3.2.1.4
P45741	2.5.1.2
Q7LXU0	3.1.22.4
Q8E371	2.7.1.69
A0QWX6	3.1.1.31
P0A8H8	5.6.2.2
P00469	2.1.1.45
G0S8G9	3.6.5.3
G9MAP5	3.2.1.17
P32676	2.7.1.69
P59997	1.14.11.27
P34947	2.7.11.16
P45381	3.5.1.15
W8TRN9	4.1.2.13
O49235	2.5.1.18
G1UH28	3.2.1.14
P29117	5.2.1.8
A0A0H3G9X2	3.5.2.2
Q91ZI8	1.21.99.3
P05649	2.7.7.7
P9WNU0	2.7.7.7
Q76NM2	4.1.2.13
Q9RYE8	2.7.7.7
P00952	6.1.1.1
C8WR67	1.1.1.86
Q9I7C4	2.7.7.7
P10220	3.4.19.12
Q01043	2.7.11.22
Q5ZVH3	2.7.1.24
E3NZ06	1.5.1.6
B9PW35	4.1.2.13
A0A0M3KKX1	1.5.1.3
P19487	3.2.1.4
Q8G9Q2	2.4.1.5
G8XR50	2.4.1.5
G0W5T0	5.4.3.1
Q2YKS6	2.6.1.42
P9WPD5	2.3.3.1
P32099	6.3.1.20
Q7V6D4	4.1.99.5
C7GJH6	5.4.3.1
Q97Z86	2.7.6.1
Q9UQQ1	3.4.17.21
Q2YKG6	5.1.3.2
Q7APD5	3.1.1.2
Q6ZZJ3	1.14.14.1
Q70AY8	1.14.14.1
Q9FUH3	3.2.1.14
P29029	3.2.1.14
Q8VDP3	1.14.13.225
G4VGI0	2.4.2.3
B9MKU7	3.2.1.4
P43221	7.1.1.9
D0PY27	2.7.7.48
G2NFJ9	3.2.1.58
P15424	3.6.4.13
P25911	2.7.10.2
Q8DLC2	2.8.1.8
O75521	5.3.3.8
P03079	2.7.10.2
Q8KNG3	4.4.1.11
B1VC43	3.4.21.4
O43291	3.4.21.4
P9WQ16	2.4.99.16
Q9WYL6	1.17.4.2
D0VX26	7.1.1.8
D0VX28	7.1.1.8
D0VX30	7.1.1.8
D0VX32	7.1.1.8
F1NAC6	7.1.1.8
F1NC51	7.1.1.8
F1P582	7.1.1.8
P18946	7.1.1.8
Q5ZLR5	7.1.1.8
P46784	2.3.1.275
G5CS11	1.15.1.1
P75682	4.1.2.51
P03407	2.7.10.2
O75351	3.6.4.6
Q58499	4.2.3.153
Q9KPS1	7.2.1.1
Q9X4Q8	7.2.1.1
Q86UY6	2.3.1.257
Q5SQI0	2.3.1.108
A0R4Q6	1.14.15.28
P83736	2.7.1.20
Q9KVZ2	3.5.2.6
Q825I8	1.14.15.11
B9JYS2	2.4.2.1
O15488	2.4.1.186
P0A9S3	1.1.1.251
E1K247	1.12.2.1
E1K248	1.12.2.1
P0DM80	2.7.13.3
Q5SSZ7	2.3.2.27
Q8BFU0	2.3.2.27
P43813	6.5.1.2
A0A0M3KKY6	3.1.1.1
A0A0H4B872	3.1.1.1
A0A081YAY5	2.6.1.18
M9YE33	2.7.7.65
E0ACT6	2.7.10.1
Q4G1L3	2.7.10.1
C7DLJ6	4.2.1.53
P0A7A9	3.6.1.1
A0A0J9X241	3.1.3.45
Q9HWY4	2.5.1.10
O87605	1.14.15.33
Q9RRQ0	4.2.99.18
Q9RVU4	4.2.99.18
A5J299	2.7.4.6
E8T502	4.2.1.1
C3SLI7	4.1.99.1
C4LW95	1.8.1.9
C4M7X2	6.1.1.6
P23677	2.7.1.127
Q8Y5X1	3.5.4.16
Q9RWH9	3.2.2.27
Q5P8S7	1.1.1.311
Q46509	1.2.99.7
A8JI83	2.7.2.8
Q9SCL7	2.7.2.8
I3IEE4	1.14.13.8
M2V3J0	1.14.13.8
G0LAH5	1.11.1.8
H7C745	2.7.1.167
Q3ZDM6	1.6.99.1
Q0TUP9	5.1.3.9
P0A6L4	4.1.3.3
Q27819	1.1.1.37
P84040	3.6.4.12
Q183F3	3.4.22.71
Q62997	2.7.10.1
Q4QC75	2.7.1.21
P08922	2.7.10.1
P80192	2.7.11.25
Q5TCX8	2.7.11.25
Q9VUX3	3.1.1.98
O00755	3.1.1.98
E3EPA1	3.2.1.23
P06279	3.2.1.1
Q8IWU9	1.14.16.4
P22337	1.14.19.2
P9WPX7	4.2.1.10
Q83417	3.4.21.97
Q5SWA1	3.1.3.16
A0A0J9X243	4.1.2.42
Q8A3K5	3.2.1.101
P72156	3.8.1.8
Q4WM08	3.2.1.91
Q9NYA1	2.7.1.91
D6D1V7	3.2.1.130
A0A023T3X2	3.1.1.1
Q9I537	2.3.2.11
Q65MA9	2.3.2.3
P80563	1.97.1.2
P80564	1.97.1.2
Q3JS51	1.2.1.16
P05319	2.3.1.275
Q943F3	2.3.1.275
Q81MB5	2.5.1.78
Q6AW42	2.7.3.1
P43583	3.4.25.1
B8YB53	2.7.7.6
B8YB54	2.7.7.6
B8YB55	2.7.7.6
B8YB56	2.7.7.6
B8YB57	2.7.7.6
B8YB58	2.7.7.6
B8YB59	2.7.7.6
B8YB60	2.7.7.6
B8YB61	2.7.7.6
B8YB62	2.7.7.6
B8YB63	2.7.7.6
B8YB65	2.7.7.6
P0CX50	2.3.1.275
P23370	3.5.1.2
P40711	3.1.1.29
N1NXA6	3.4.19.12
N1P0J5	3.4.19.12
N1P8F5	3.4.19.12
Q04ML5	2.7.4.3
Q385Q9	2.6.1.1
Q56077	3.2.1.14
B1VBB0	3.2.1.14
K0UYS3	3.2.1.4
D2K7Z0	3.2.1.151
A8MI53	1.8.4.11
Q9Y6E0	2.7.11.1
Q5X3A8	4.1.2.27
H7C6E5	7.1.1.9
I6NW33	3.2.1.18
B0VKS3	2.7.4.6
P28327	2.7.11.14
Q92R63	2.6.1.9
A1R562	5.3.1.16
B4EAZ8	1.1.1.5
P06709	6.3.4.15
A0A0H2UL03	1.8.4.2
Q9BJF5	2.7.11.17
Q9NR71	3.5.1.23
E8MF12	2.7.1.162
P30305	3.1.3.48
P00436	1.13.11.3
P00437	1.13.11.3
Q7WYN3	3.2.1.4
P9WPH3	3.5.4.5
Q9CZL5	4.2.1.96
Q8IJR9	6.3.5.2
B4EHA1	3.5.1.87
Q2YNY7	2.7.1.4
P29465	2.4.1.16
P40955	2.4.1.16
Q12114	2.4.1.16
P0ABK9	1.7.2.2
O75173	3.4.24.82
Q6D291	3.5.1.11
C7CXJ5	3.5.1.24
Q6P4R8	3.4.19.12
Q9Y5K5	3.4.19.12
Q16186	3.4.19.12
Q9WUP7	3.4.19.12
P40926	1.1.1.37
G9BZJ0	5.3.1.9
P13298	2.4.2.10
P43249	2.7.11.16
P24327	5.2.1.8
P16641	2.7.3.4
A0A0H3ASR6	5.1.3.2
D5Q364	4.1.3.3
